"Mass","L1a_1","L1a_2","L1a_3","L1a_4","L1a_5","L1a_6","L1a_7","L1a_8","L1b_1","L1b_2","L1b_3","L1b_4","L1b_5","L1b_6","L1b_7","L1b_8","L21a_1","L21a_2","L21a_3","L21a_4","L21a_5","L21a_6","L21b_1","L21b_2","L21b_3","L21b_4","L21b_5","L21b_6","L21b_7","L21b_8"
869.76,5.93,12.72,9.62,1.69,3.08,11.86,4.22,3.14,1.07,11.44,13.14,7.25,5.52,11.24,3.41,7.58,9.54,5.17,5.67,10.34,12.23,2.08,0.02,11.19,10.86,2.31,5.39,13.92,18.69,4.07
870.4,3.88,24.19,14.26,9.36,12.39,30.62,15.67,9.67,15.9,3.83,27.06,8.05,17.74,34.61,23.82,21.42,15.69,5.46,27.9,24.87,10.38,11.11,31.13,15.51,7.95,12.25,25.81,15.79,43.38,8.87
871.01,9.09,3.86,0,1.15,0,0.47,2.74,11.42,3.11,1.68,1.87,0,1,0,1.15,0,2.01,1.8,4.92,1.6,4.03,6.73,0,0,0,0,0,1.36,0,0
871.6,37.32,39.82,48.24,43.82,49.67,54.38,13.92,21.31,42.25,33.88,50.69,29.11,51.08,56.87,41.26,42.54,24.82,39.3,22.58,51.2,19.57,3.8,25.63,33.22,27.64,55,35.6,27.56,33.93,37.83
872.24,13.6,1.13,1.82,19.16,14.35,14.43,15.94,0,17.11,21.07,24.99,9.57,10.2,0,34.51,2.85,30.43,2.54,11.97,33.29,6.39,8.43,0.27,25.12,24.32,4.39,11.24,10.74,56.12,5.91
872.85,7.84,20.92,15.78,4.73,0,10.73,2.15,40.87,1.6,0,1.18,1.08,4.41,28.06,0,41.48,1.37,0.91,2.77,3.15,11.51,6.15,39.86,0,0,9.56,3.71,0.34,0,6.27
873.44,17.08,42.54,13.33,0,32.36,11.65,10.02,4.29,4.65,11.3,11.72,19.52,8.69,20.34,23.21,18.9,19.73,7.92,5.81,15.35,9.44,1.93,6.82,10.02,5.91,12.26,12.87,17.44,13.34,7.1
874.05,5.2,0,2.02,16.7,0,3.2,4,0,0,1,1.42,3.22,2.8,0,7.21,3.09,3.74,5.32,3.02,4.29,2.2,7.86,9.37,0.47,6.62,11.32,0,9.79,12.71,6.42
874.64,12.58,27.46,9.86,16,4.81,4.94,13.8,24.47,12.45,15.2,11.72,7.91,14.31,6.65,11.94,28.37,11.56,0.85,15.74,4.32,14.95,8.72,24.35,18.06,16.02,4.27,6.02,8.86,18.51,4.29
875.25,12.01,33.62,1.11,2.87,26.45,19.87,0,3.78,4.54,0,14.27,5.95,0,11.93,12.22,0.78,0,9.52,0,4.49,6.52,1.25,5.88,7.19,1.96,6.02,2.35,4.9,9,8.86
875.86,6.81,0,21.64,7.37,0,3.46,12.65,2.84,5.03,12.64,0,2.71,21.31,0,0,4.7,13.93,0,11.56,11.58,0,0,0,1.82,6.93,0,0,1.93,0,2.65
876.45,8.13,19.83,14.94,12.8,7.97,14.4,12.69,9.65,11.16,5.59,9.53,17.37,5.61,5.96,9.72,9.62,33.61,10.02,36.45,23.7,20.67,23.08,24.02,5.01,17.97,14.26,12.23,16.37,30.35,13.68
877.09,8.93,10.43,0,0,0.44,0,0,9.32,0,15.33,0,1.01,0,6.86,3.16,2.04,0,0,2.23,0,0,5.5,2.87,5.22,5.99,5.52,6.54,2.18,3.39,2.89
877.68,4.15,54.2,16.56,43.03,48.76,35.75,13.98,11.86,22.17,12.13,34.55,16.63,11.33,19.72,32.69,8.12,58.04,30.05,13.23,21.76,23.02,11.62,9.31,4.59,22.23,21.7,12.32,9.82,22.48,8.5
878.38,19.46,58.69,33.49,28.92,5.53,30.83,10.14,24.89,7.11,58.17,47.98,56.88,58.68,41.21,54.77,51.78,10.13,0,6.61,31.92,34.47,12.5,7.17,32.97,36.85,42.62,26.49,31.43,30.56,68.13
878.97,4.85,8.88,4.4,8.36,5.25,2.79,3.95,16.85,3.5,2.51,5.68,3.39,5.15,11.23,2.69,4.51,4.57,33.04,2.64,8.18,6.8,3.65,2.25,1.13,7.81,5.47,1.94,1.76,5.13,4.14
879.56,3.83,10.58,10.87,19.05,24.12,24.3,12.32,2.96,23.5,21.94,7.51,5.93,39.43,8.01,9.13,9.9,4.32,2.05,21.56,17.76,9.77,6.68,3.32,12.26,29.47,7.61,31.42,6.94,13.46,7.93
880.2,8.48,10.25,2.52,9,0,7.79,1.15,4.59,11.63,0,8.47,0,5.56,3.42,10.13,16.96,1.16,1.57,2.06,10.4,9.6,7.06,0,12.86,11.6,8.53,9.79,5.18,10.98,9.15
880.82,3.17,1.31,18.65,0.47,19.83,1.31,0.98,2.65,0,7.58,0,13.43,0,9.34,0,0,4.59,0,15.11,0.23,2.21,12.36,7.39,0,2.78,0,0,0,0,0
881.43,29.01,57.88,44.54,25.78,37.89,34.93,6.16,10.42,32.14,14.99,50.65,36.4,40.44,35.22,54.28,43.28,43.62,33.15,21.76,35.75,24.24,0.93,29.53,35.28,35.48,9.45,46.1,36.36,6.38,38.38
882.02,3.05,0,0.48,0,0,0,0,13.27,0,3.8,0,0,0,2.14,0,0,0,0,1.8,0,1.16,4.79,1.73,2.7,2.5,0,0,0,0,0
882.61,8.87,5.92,21.64,19.76,29.53,15.33,9.84,5.43,26.83,19.44,15.32,15.4,17.48,29.68,13.78,21.53,23.06,18.87,30.28,12.45,19.62,8.15,18.02,20.74,34.94,24.86,17.96,14.89,16.56,20.45
883.49,198.97,370.46,190.93,241.71,275.79,209.01,117.21,118.02,236.54,165.33,335.69,240.45,253.81,312.93,299.75,262.89,206.36,225.11,170,168.57,226.64,47.9,186.81,190.16,228.04,211.83,233.99,215.43,245.46,181.32
884.46,30.08,90.96,82.29,60.09,62.96,67.55,36.81,43.05,44.91,61.02,71.29,60.38,50.1,69.54,78.46,77.31,73.85,75.52,36.51,62.15,56.07,13.32,49.76,53.3,65.61,61.06,70.58,55.3,61.99,71.69
885.55,3183.04,4603.09,3305.92,3261.19,3628.43,2761.16,2072.97,1743.74,3309.92,4115.65,4414.99,3643.32,3823.45,4141.08,4623.16,4588.22,1812.8,2156.12,1610.55,2086.41,1941.33,464.01,2187.94,2022.92,2301.38,2246.25,2393.68,2189.82,2370.54,2009.38
886.23,0,0,0,0,0,0,0,0,1760.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0
886.84,1686.27,2234.12,1569.5,1581.58,1753.5,1487.15,992.76,884.52,0,1924.82,1946.8,1716.89,1983.65,2159.19,2283.31,2223.38,863.56,1070.99,778.14,895.14,934.1,178.98,985.56,1042.24,1158.71,1084.74,1127.93,1102.79,1035.11,998.09
887.55,793.98,1106.58,741.08,744.63,857.5,638.4,398.46,334.55,799.77,882.22,1020.02,729.72,865.26,932.34,1044.99,1005.66,335.72,373.76,254.79,359.36,349.5,86.66,352.05,330.54,482.07,434.36,411.01,359.44,401.82,384.31
888.14,176.37,271.88,176.19,186.91,242.01,190.81,133.33,120.63,202.94,220.17,277.35,211.09,236.03,221.12,254.52,260.47,62.44,69.56,58.83,87.82,61.06,19.15,93.52,75.68,113.06,86.45,100.41,62.47,59.48,104.31
889.47,23.71,27.89,17.05,8.22,22.55,3.15,14.13,0,17.89,26.36,13.29,10.36,17.01,16.69,20.49,5.45,18.83,5.78,6.08,3.14,8.41,0,7.48,4.68,3.17,5.94,0,2.9,10.29,1.63
890.06,0,8.98,8.08,7.52,8.23,3.51,5.18,6.64,6.33,19.62,9.06,1.52,0,14.52,5.93,10.72,8.11,0,1.14,0,1.22,8.19,4.44,2.67,4.9,8.26,6.06,7.66,5.56,6.21
890.65,0,9.51,0,2.25,9.66,10.44,3.3,10.74,0,0,0,0.82,0,0,6.96,0,4.92,0,8.1,9.57,0,4.29,1.98,0,6.47,0,4.61,0,4.13,6.47
891.24,22.17,4.16,1.92,7.84,0,0,2.67,0,4.81,10.08,17.71,0,7.33,14.68,8.01,0,2.34,0.68,6.2,0,9.09,0,11.07,4.59,4.43,3.36,16.99,4.99,6.18,2.06
891.83,23.67,20.81,19.38,16.64,21.85,23.76,7.34,4.22,16.35,16.55,10.27,29.89,17.93,25.3,14.46,22.79,16.54,5.05,1.49,9.57,5.9,4.99,12.45,3.7,9.24,8.01,10.11,15.74,5.3,10.72
892.42,0,10.56,13.53,4.9,11.98,21.09,6.32,8.57,4.04,20.88,8.73,14.74,12.51,16.34,4.87,14.99,7.35,4.31,8.57,9.74,6.3,6.29,6.05,7.29,3.48,8.69,3.24,4.16,11.32,5.26
893.07,31.41,10.99,1.52,12.7,8.36,0,0,8.13,6.94,1.22,0,0,3.41,13.17,0.93,7.95,3.77,3.82,3.76,5.2,0.89,6.18,2.75,2.77,5.74,7.1,0,0,3.25,0
893.69,7.38,19.03,16.91,16.66,9.53,9.99,2.6,18.97,5.86,5.54,7.18,9.22,10.71,17.03,4.43,6.91,2.98,2.48,3.68,7.13,11.11,3.03,4.23,3.86,2.11,0,5.77,3.57,1.79,6.04
894.28,31.78,54.13,13.79,18.56,52.47,22.74,48.85,17.47,23.93,5.06,7.27,17.88,33.27,31.51,28.76,45.84,21.56,15.99,36.94,12.94,6.97,15.4,15.72,7.78,28.87,8.61,26.72,27.79,16.83,16
894.9,4.33,0,2.34,3.78,0,5.67,0,1.35,0,5.02,1.66,0.54,0,3.28,1.9,2.55,4.44,4.28,0,8.37,0,0,0.65,1.94,1.61,0,0,0.19,3.52,1.7
895.52,5.07,19.98,12.36,18.34,20.61,18.25,8.65,10.56,5.05,32.38,10.83,10.7,10.3,7.71,7.67,9.4,5.75,2.59,11.13,4.05,3.89,14.74,27.49,4.42,8.04,21.05,7.88,15.66,6.11,9.45
896.12,16.35,5.29,9.02,7.58,13.65,3.2,11.91,0,7.09,6.79,4.55,6.8,9.9,8.66,19.14,13.49,8.88,7.64,21.28,7.6,10.67,15.14,11.1,10.2,2.94,16.29,7.08,7.76,3.26,12.24
896.77,17.02,5.13,3.39,10.13,10.24,11.65,15.15,15.48,6.69,1.81,5.41,8.78,9.16,16.17,6.68,3.87,3.51,0.68,0,4.52,4.71,3.83,1.6,5.85,14.79,4.52,6.17,5.01,5.23,1.41
897.42,0,2.25,8.48,2.74,6.02,4.94,5.78,15.49,13.08,9.44,9.11,7.27,1.81,14.67,9.97,12.8,5.4,1,11.67,4.26,2.65,4.18,11.33,6.61,6.48,2.74,4.2,1.42,1.84,1.85
898.04,8.03,5.45,3.82,10.64,8.5,5.21,4.5,0,3.21,0,0,0,1.09,0,7.16,0,7.7,5.52,2.96,0,4.39,4.81,0,1.82,2.4,5.21,2.6,2.04,2.02,9.7
898.66,14.37,31.87,34.86,27.21,6.19,20.94,7.88,7.25,12.75,20.29,47.19,24.77,8.37,10.05,19.97,15.93,7.26,26.93,16.86,7.73,7.83,18.28,4.92,14.96,4.97,13.58,3.03,8.01,7,24.69
899.26,0,0,0,0,58.53,0,31.75,33.75,32.09,0,0,25.66,0,44.08,64.14,59.72,0,4.5,2.1,19.46,41.82,2.8,3.82,15.29,38.78,46.49,8.33,27.86,0,0
899.88,18.7,95.92,65,20.31,0,38.12,11.03,0.88,5.19,41.38,65.62,9.72,57.53,7.88,0,0.32,13.33,3.61,26.38,6.7,3.33,7.85,24.96,7.89,0,5.04,4.87,3.58,38.41,34.61
900.5,17.46,30.76,24.58,12.4,28.77,27.85,8.3,17.97,16.85,22.1,31.66,10.45,13.49,26.55,35.86,19.96,6.45,11.23,10.22,22.75,17.04,5.92,22.12,27.12,4.47,7.62,10.02,16.16,26.87,20.81
901.1,0,8.12,1.96,2.5,5.83,5.74,0,1.34,13.82,4.26,0,0,0,3.71,5.59,4.18,2.89,12.63,4.45,0,7.2,2.34,0,4.67,0,4.01,1.25,1.02,24.24,2.94
901.84,26.03,5.2,27.64,25.85,30.8,28.88,29.85,20.83,15.94,15.13,22.95,27.42,14.95,25.86,20.06,18.39,9.26,3.25,14.75,32.92,3.21,1.72,19.15,10.1,25.19,16.47,16.82,9.06,0,8.6
902.46,9.24,31.36,20.8,13.66,24.26,15.63,2.57,7.35,10.28,9.95,15.45,14.65,6.67,7.24,12.36,8.02,9.3,10.21,5.48,23.28,6.25,9.59,10.67,4.77,7.8,12.16,8.76,7.47,9.58,12.12
903.06,8.89,3.88,0.24,0.6,7.26,1.11,4.17,0.6,5.03,2.45,3.56,3.89,3.97,5.9,11.37,4.06,4.94,0,0,2.31,0,3.02,7.79,1.72,2.99,1.26,5.56,20.84,8.62,0.99
903.71,9.8,16.82,13.84,12.15,16.36,3.11,5.98,5.21,14.63,9.07,8.42,7.69,15.78,8.09,8.84,10.83,8.61,11.14,7.87,9.45,17.19,3.06,11.95,13.79,14.8,10.55,6.11,0,5.02,3.79
904.31,9.25,10.39,8.75,5.02,0,4.4,1.88,2.36,1.03,8.5,5.38,4.23,5.13,5.1,9.07,2.75,1.14,1.45,13.04,23.31,1.66,8.08,10.45,5.31,17.49,3.81,7.88,18.17,7.34,3.62
905.02,0,0,0,0,0,0,0,4.78,48.16,0,0,0,0,0,0,0,0,11.14,0.59,0,0,0,0,0,0,0,0,0,0.85,0
905.62,54.6,60.99,14.54,66.42,131.01,99.28,15.38,19.07,4.26,78.65,190.78,32.06,91.92,224.07,219.48,50.29,111.49,33.6,50.07,47.41,27.21,38.51,60.08,21.87,18.83,27.69,18.66,56.51,109.61,79.88
906.24,15.12,15.23,69.45,6.88,28.34,11.62,11.16,6.02,9.5,44.33,28.6,57.23,29.95,40.37,53.57,25.7,16.57,6.55,8.07,37.99,9.12,5.65,4.67,8.2,22.58,7.74,67.06,6.95,54.11,11.24
906.86,12.38,6.13,1.39,5.16,3.68,11.35,10.07,5.68,1.46,0.91,26.4,3.31,1.63,5.17,4.33,4.41,5.18,6.31,6.33,0,4.12,1.31,3.31,7.41,17.59,3.14,6.87,7.59,1.64,33.56
907.46,50.77,28.3,14.82,6.12,12.88,19.4,11.87,6.4,10.79,47.51,33.29,10.74,11.09,36.67,26.5,47.63,7.47,7.17,13.11,20.46,21.22,11.69,11.22,18.58,27.88,29.45,18.22,7.33,15.52,26.66
908.06,5.05,12.36,2.74,0,4.6,3.71,7.47,12.86,2.75,3.23,16.06,1.6,7.99,3.38,4.42,3.28,0,15.35,4.45,0.87,4.73,4.56,14.44,2.97,7.02,0,0,12.54,2.49,12.63
908.68,8.49,7.51,8.9,8.9,18.59,4.71,8.23,5.28,16.32,9.25,0,10.62,25.89,7.42,21.91,13.42,12.16,6.86,5.39,12.03,6.62,5.99,11.49,5.03,10.87,9.95,6.09,0,11.22,0
909.37,6.55,12.49,29.71,33.7,0,17.18,2.72,19.26,13.13,44.25,8.27,12.71,17.63,0,9.43,11.58,3.79,19.15,22.72,12.35,19.04,2.77,9.58,15.94,3.86,11.35,15.15,14.3,0,15.09
909.97,3.26,3.06,5.21,0,21.87,3.63,12.42,2.42,3.06,0,0.35,7.04,7.91,26.25,3.25,0.74,1.34,2.66,0,0,0,2.03,2.61,5.34,6.83,1.91,4.13,3.81,21.34,1.31
910.57,8.51,7.25,9.71,19.04,14.11,11.88,5.97,5.79,12.81,20.56,18.76,5.34,11.98,14.12,10.83,13.15,6.49,8.22,16.51,11.15,3.28,18.73,12.41,12.03,17.23,14.69,7.66,7.59,18.38,4.79
911.22,7.1,0,0,1.49,0,2.28,2.74,0,0.75,5.2,0,0,6.1,0,4.31,4.34,4.71,1.11,0,1.35,0,5.32,0,0,0,0,8.97,2.35,2.09,0
911.82,8.74,53.14,16.35,18.02,29.88,27.99,14.43,13.71,28.99,28.12,41.8,51.28,24.28,42.16,48.95,36.45,9.37,22.29,14.06,20.62,14.32,0,7.71,15.21,20.03,16.9,5.22,12.42,8.14,11.36
912.47,20.61,29.34,0,21.55,16.24,15.72,9.41,9.49,7.11,32.42,20.11,20.78,14.8,11.23,36.39,35.41,7.94,8.47,0,11.51,7.37,10.08,0,23.22,4,3.33,4.34,15.77,6.35,4.66
913.1,0,0,30.64,0,2.88,0,2.72,3.99,0,0,0.12,0,0,0,0,0.68,0,1.22,7.57,1.35,0,0,3.07,0,3.46,0,3.4,1.9,0,2.31
913.76,29.18,22.94,32.53,11.65,14.25,20.65,14.38,21.22,20.2,30.21,18.42,27.33,28.09,17.05,41.64,16.34,3.32,8.67,9.93,13.83,7.37,2.58,6.99,17.63,12.18,11.8,5.91,8.15,3.71,7.23
914.42,17.16,8.34,14.96,17.57,7.34,6.48,4.29,15.49,7.02,13.29,27.58,0.94,8.73,2.32,27.29,14.4,10.5,1.85,7.92,6.03,5.12,6.34,14.29,8.8,22.59,4.01,16.42,7.38,4.39,7.25
915.04,3.77,0,3.79,1.33,2.29,5.03,1.15,0,3.94,0.75,2.36,12.26,5.96,4.29,6.19,0,0,0,0.76,2.05,0.19,0.72,1.69,0,0,9.97,0,2.21,6.86,1.39
915.64,19.06,82.52,35.18,42.03,42.85,32.66,40.94,22.79,36.86,22.61,48.42,29.4,32.25,50.81,10.86,23.74,27.56,33.12,21.73,12.84,20.35,8.3,14.81,17.88,10.19,8.96,19.75,11.37,15.53,9.06
916.24,11.95,0,0,0,0,0,0,2.17,2.81,0,2.76,0,4.2,1.95,0,17.93,2.29,1.91,1.45,10.23,3.42,8.65,7.12,8.36,1.63,3.63,8.02,4.09,14.15,4.98
916.84,10.57,34.25,12.9,19.38,16.58,10.01,5.93,12.36,3.89,18.74,18.72,11.4,2,25.46,15.07,3.75,6.4,16,9.74,4.45,16.67,2.27,0,13.22,11.14,16.18,9.33,17.82,2.85,1.51
917.49,30.84,118.8,42.02,60.48,73.42,43.65,10.98,36.18,38.8,37.16,40.36,40.07,44.38,48.12,51.39,32.69,24.94,34.82,0,11.11,6.27,1.05,5.77,3.44,10.68,3.47,5.7,7.54,15.8,4.88
918.1,8.28,0,0,0,4.92,4.85,12.79,0,0,4.42,3.14,2.5,0,0.77,0,0,5.95,0,12.96,1.19,5.09,10.65,1.55,3.52,7.59,3.25,0,7.53,0,8.31
918.7,17.66,40.37,43.73,34.43,58.36,34.27,13.02,32.35,8.61,6.23,37.73,15.39,29.71,21.9,16.39,5.37,26.34,22.26,8.26,13.79,14.91,5.83,10.71,16.05,11.54,13.67,22.8,5.62,18.03,5.68
919.35,23.88,30.05,34.17,22.25,37.35,23.55,6.27,4.12,6.92,7.85,21.72,10.06,13.99,26.1,10.72,1.42,21.46,9.98,5.13,17,33.07,6.54,7.8,27.38,11.81,8,2.44,12.65,11.05,9.92
919.96,2.7,1.13,5.52,4.23,0,3.29,2.05,9.58,0,2.52,2.03,2.67,6.89,2.55,6.13,22.46,1.99,1.2,3.21,8.59,1.86,6.62,4.08,2.17,0,0,8.79,0,5.4,7.68
920.56,15.35,23.24,3.56,4.16,12.44,5.6,26.15,3.15,5.18,9.51,10.89,5.62,22.61,6.92,13.24,13.96,4.89,5.29,4.49,7.31,2.87,3.02,3.85,5.1,11.37,13.95,13.56,6.65,2.09,6.99
921.16,3.08,3.56,0,10.42,6.09,1.03,7.86,4.86,3.47,3.39,3.05,2.87,0,0.89,2.21,4.15,1.78,10.67,1.43,4.28,0,6.58,0,0.78,5.34,0,5.29,9.55,3.46,1.52
921.76,3.55,13.49,16.39,12.07,2.16,2.93,10.98,0,0,6.68,13.7,6.21,9.03,9.01,6.74,6.13,3.29,0.22,4.56,2.81,2.06,12.73,15.26,3.26,1.69,2.42,6.35,2.95,0,2.44
922.36,4.29,1.66,0,2.75,0,3.11,3.36,2.19,0,0,11.56,8.13,3.94,1.27,5.37,2.04,3.69,4.34,2.13,11.55,3.63,4.01,4.32,3.45,3.83,1.88,6.15,4.61,9.74,2.2
922.99,0,6.44,12.24,0,4.85,0.6,0,2.84,6.12,0,0,0,0,2.06,4.33,9.78,5.47,2.39,2.9,8.18,0,4.68,3.56,3.16,6.53,13.55,2.23,2.41,0.2,2.21
923.59,3.9,12.81,2.42,2.35,13.92,5.06,7.52,3.61,2.5,4.23,8.38,4.62,6.01,6.06,16.55,4.65,1.72,7.74,10.54,6.5,4.13,5.58,0,7.51,3.73,16.69,4,3.59,8.38,6.04
924.19,3.38,0,3.73,10.01,3.79,2.19,9.57,21.14,4.28,0,0.09,2.55,13.58,4.79,8.83,4.72,14.43,2.16,0.63,10.04,2.88,6.76,0.43,4.08,2.09,4.91,14.73,5.33,9.14,3.73
924.88,7.94,28.19,13.78,0,0,9.82,9.13,6.84,3.36,2.46,8.56,5.72,4.02,6.54,0.71,3.42,0,4.62,4.58,0,2.97,1.4,7.68,3.26,0,4.15,6.59,4.29,1.39,0
925.48,1.81,15.35,1.72,3.93,5.4,8.41,6.48,5.32,9.03,6.74,5.07,4.42,4.03,14.53,3.5,5.65,9.55,1.37,7.05,8.94,4.66,1.25,1.79,5.17,7.53,3.78,0,3.64,5.92,11.21
926.08,9.65,1.68,10.07,2.49,7.62,8.61,7.21,5.63,3.79,5.16,5.49,5.25,7.5,3.19,4.57,7.73,12.63,7.63,2.25,6.57,5.56,3.39,7.08,5.48,2.19,21.56,4.61,2.01,7.31,6.75
926.68,5.03,29.88,11.2,7.29,4.56,6.29,23.4,9.63,5.91,15.57,6.19,1.7,3.22,1.02,4.96,23.32,5.42,6.03,12.32,6.86,6.58,12.89,8.07,17.02,7.78,0,9.17,16.21,5.97,9.91
927.29,7.35,14.95,24.16,5.1,4.16,6,12.86,5.05,18.46,11.45,5.93,14.27,2.76,11.04,6.06,5.94,6.93,7.09,12.02,4.78,4.74,1.49,2.28,7.69,3.16,8.62,12.13,4.51,10.51,7.81
927.89,2.33,27.06,2.06,8.72,2.03,6.76,2.28,8.23,0,4.69,2.39,5.66,6.5,2.7,4.56,2.77,0.89,0,0,8.01,8.41,6.11,7.04,4.78,4.04,10.37,15.28,6.03,1.01,2.87
928.49,11.96,0,21.46,10.32,5.58,5.09,4.82,6.05,3.87,2.87,6.83,11.1,3.46,4.56,4.3,12.1,3.04,5.61,4.34,12.29,4.29,2.52,3.68,4.61,7.4,8.17,6,5.61,8.19,6.57
929.09,0.5,0,0,0,0,0,3.12,7,0,3.92,3.47,5.41,2.76,5.15,1.39,2.44,0,2.57,5.25,0.92,1.35,2.17,2.99,6.77,1.88,5.24,0,8.18,19.53,8.32
929.7,11.9,31.52,10.15,6.09,2,17.04,6.22,6.51,2.95,4.97,14.54,6.05,11.58,0.23,4.09,4.78,0.62,6.72,4.08,1.6,6.71,4.63,2.2,6.83,3.91,0.71,7.89,0,2.25,6.84
930.3,2.7,0,8,0.11,4.67,4.08,5.18,4.25,0.6,4.02,3.77,1.97,9.99,2.93,0.44,3.76,7.38,7.32,9.69,1.73,3.95,3.84,2.96,7.12,0.4,9.93,2.09,11.51,4.8,0
930.91,0,8.28,0,4.45,0,0,2.5,4.17,2.67,2.95,0,0,0,5.28,0,0,4.04,1.95,2.59,7.67,8.65,5.14,3.45,0.94,5.63,1.33,5.23,7.91,5.08,4.04
931.51,9.62,14.64,44.64,10.38,54.21,21.11,25.71,19.6,25.03,19.97,10.85,26.36,6.09,13.88,22.66,17.99,7.9,2.57,4.64,11.55,5.24,12.81,13.95,20.37,3.91,20.47,6.67,9.44,8.95,9.8
932.11,5.91,0,1.89,4.45,1.98,5.91,0,0,0,3.99,3.32,5.1,1.56,0,2.74,0,0.57,2.33,8.81,4.43,2.08,3.35,2.75,3.82,14.63,0,1.85,4.52,4.74,6.5
932.75,30.17,27.63,9.77,7.55,19.5,12.57,14.39,14.55,12.94,3.39,32.33,21.09,18.73,41.18,20.27,28.1,13.32,1.99,7.27,10.14,11.19,4.14,16.78,5.05,0,14.2,2.12,3.79,5.93,12.76
933.35,6.84,39.09,23.9,1.12,41.94,27.95,27.19,21.55,8.71,11.51,28.37,15.17,1.39,33.89,4.53,3.83,5.65,6.7,9.77,7.81,11.97,0,4.71,7.84,2.36,17.61,1.45,4.75,4.37,17.17
933.96,7.62,0,8.04,24.76,0,2.76,2.46,0,0,10.97,0,0.96,2.35,1.75,4.34,3.78,1.66,0.12,2.18,1.66,2.69,2.11,0.65,0.7,8.43,2.68,0.49,1.89,2.4,1.36
934.56,5.89,15.01,19.12,12.74,8.77,21.8,12.38,10.52,3.45,2.82,2.3,3.86,8.2,5.99,7.39,7.37,2.34,4.68,11.14,2.94,10.07,1.83,0,5.91,13.42,5.01,8.74,9.72,5.7,2.05
935.19,2.38,2.36,0,0,0,0,0,3.88,3.96,2,0,4.22,3.14,0,2.55,3.88,2.05,6,1.84,10.02,2.14,2.94,7.62,1.08,4.68,3.52,4.59,0,1.38,5.78
935.8,6.63,9.9,6.26,10.25,11.37,14.37,4.09,2.68,8.42,5.7,7.62,2.41,7.13,17.41,2.22,6.95,4.75,3.89,2.2,7.78,10.1,2.68,0.74,3.94,5.21,4.25,5.26,7.55,10.57,7.61
936.41,5.9,10.45,4.2,5.58,2.52,15.12,4.54,1.39,2.59,8.59,1.46,0,4.56,1.75,3.44,13.57,7.54,4.7,6.8,2.7,2.61,2.3,1.58,1.26,3.61,10.67,6.21,4.32,9.16,18
937.01,6.65,3.92,5.93,3.82,3.85,7.63,0.17,3.23,1.48,2.27,9.61,7.57,2.32,8.9,0.62,1.39,3.73,0,0,1.02,5.35,7.31,8.08,1.4,0,2.66,1.91,5.98,3.08,9.06
937.61,5.97,8.86,7.48,7.63,10.7,3.2,5.04,5.46,2.52,2.51,2.11,7.19,6.16,9.89,13.89,3.59,0,2.34,8.7,3.85,1.7,9.65,8.25,8.15,3.25,6.56,3.39,2.5,4.26,4.93
938.23,8.8,2.61,4.92,7.24,4.13,7.19,0.88,2.25,3.91,3.92,0,0.27,15.14,2.51,3.87,1.88,1.83,7.54,6.91,3.93,10.24,12.18,4.89,2.29,4.24,0,3.68,6.84,6.72,0
938.83,0,6.2,2.24,1.04,3.96,6.38,17.45,3.67,2.21,2.95,11.63,1.78,0,0.71,2.3,3.47,4.92,0,6.43,7.96,0,0,1.36,2.22,17.19,2.76,6.86,3.63,0,8.8
939.43,10.46,12.29,3.24,1.92,1.91,6.44,7.95,1.34,4.67,1.48,5.36,2.84,18.08,0.8,0,4.79,10.51,3.65,4.32,11.81,3.9,1.25,3.8,7.42,5.71,3.26,5.9,2.39,3.08,2.47
940.04,4.51,3.68,2.27,0,1.42,6.34,2.36,3.77,0.35,3.88,10.48,0.31,9.97,2.84,6.31,4.31,0,6.45,5.3,4.09,5.67,2.42,0,4.31,18.13,1.44,5.88,3.69,2.52,3.52
940.64,11.9,3.1,7.97,5.26,5.87,6.96,4.57,11.64,4.15,2.34,7.56,2.37,3.75,4.23,8.43,1.82,4.46,1.8,6.11,6.48,1.98,5.7,6.32,5.19,3.67,6.05,1.84,9.43,15.52,10.44
941.25,12.63,10.69,6.7,3.27,3.7,7.02,12,6.22,5.12,1.93,5.95,7.91,12.58,13.85,9.13,9.48,2.63,8.36,1.47,1.94,5.55,6.96,3.34,13.88,12.41,4.94,6.73,4.92,13.02,9.72
941.86,6.39,10.12,3.62,12.04,9.73,10.07,2.42,1.91,7,0,19.47,2.07,0,0,3.05,9.3,7.76,5.7,6.09,7.85,1.06,0,4.05,0,2.68,6.46,4.99,2.16,0,3.26
942.47,12.8,20.08,8.74,3.78,4.67,2.93,5.43,2.64,9.51,10.2,2.72,10.43,3.02,3.8,3.96,7.09,3.49,4.33,6.02,3.07,0,9.58,6.07,8.03,7.8,8.6,8.44,3.9,22.57,11.83
943.09,0,1.99,0,0.38,0,0,1.79,0.91,0,0,0,2.52,0.31,0,0,0,0.33,0.49,3.01,0,0.76,1.34,0,1.64,0,0,2.26,5.47,0,0
943.74,15.91,35.6,37.22,41.65,23.21,30.05,12.49,17.14,37.43,46.4,58.74,43.62,37.27,53.96,37.95,33.07,11.29,5.14,16.66,11.39,7.98,11.54,18.69,16.35,19.44,6.87,24.53,20.89,14.26,18.19
