"Mass","P1aDD_1","P1aDD_2","P1aDD_3","P1aDD_4","P1aDD_5","P1aDD_6","P1aDD_7","P1bDD_1","P1bDD_2","P1bDD_3","P1bDD_4","P1bDD_5","P1bDD_6","P1bDD_7","P1bDD_8","P21aDD_1","P21aDD_2","P21aDD_3","P21aDD_4","P21aDD_5","P21aDD_6","P21aDD_7","P21aDD_8","P21bDD_1","P21bDD_2","P21bDD_3","P21bDD_4","P21bDD_5","P21bDD_6","P21bDD_7","P21bDD_8"
1999.99,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,9.22,0,0,0,0,0,0,0,3.41
2002.51,0.73,2.8,0,6.55,0,4.94,4.03,0,2.41,0,0,1.36,1.18,2.29,7.58,0.73,2.29,0,0,2.55,0,0,0,0,0,9.04,0,0,23.99,5.87,0
2005.52,1.38,0.86,0,0,0,26.26,0,0,5.17,3.22,2.03,9.74,16.69,0,0,4.23,0,1.18,9.28,3.12,4.06,4.38,10.07,3.16,6.39,0,4.62,2.42,0,0,5.6
2008.05,0,8.15,9.87,0,46.25,0,18.46,16.15,0,9.89,2.73,0,0,18.31,13.4,6.59,5.33,3.94,0,11.43,1.72,7.38,0,0,0,6.23,1.55,3.54,0,5.65,0
2011.06,2.26,0,0,0,0,0,0,0,0,0,0,2.36,0,0,0,1.07,1,0,0,0,1.99,0,2.34,3,0,0,3.28,0,0,0,0
2013.58,0,0,1.08,5.15,0,5.67,0.75,3.8,0,2.38,8.96,0,2.72,2.92,0,3.14,1.4,1.7,0,3.16,0,0,0,2.18,2.65,2.71,0,0,5.65,9.07,1.63
2016.2,0.87,1.63,0,0,3.35,0,0,0,2.91,0,0,3.07,7.5,0.94,0,0,5.13,2.15,0,0,0,1.95,1.92,6.99,0,0,0,1.39,3.3,0.59,0.91
2018.84,2.57,0,10.77,0,0,0,3.53,0,4.16,0,6.68,0,0,0,0,2.66,6.65,0,8.43,4.71,6.44,3.69,18.78,10.58,0,0,4.3,14.59,0,0,11.09
2021.49,0,29.37,0,6.43,57.65,36.85,17.07,35.7,0,42.17,0,27.82,31.7,25.31,0,6.73,0,5.92,4.23,0,6.62,8.7,0,0,13.38,19.9,0,0,10.68,17.11,0
2024.06,5.11,0,0,0,0,0,0,0,2.22,0,6.35,0,0,0,48.57,0,1.7,0,0,0,0,0,0,0,0,0,8.84,0,0,0,0
2027.66,0.82,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030.79,0,0,0,2.3,0,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,4.69,0,0
2033.57,0.51,7.54,2.81,0,0,0,5.03,0.64,1.61,0,0,0,0,0,3.23,1.19,0,0,0,2.13,1.92,0,0,1.17,2.58,2,0,0,0,0,3.52
2036.56,0,0,0,0,5.93,0,0,0,0,0,0,7.97,0,1.2,0,0,3.64,0,0,0,3.3,0,0,4.49,1.26,0,1.05,0,0,0,0
2039.42,0,0,0,0,3.95,2.52,0,0,0,0.59,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,2.92,0
2042.07,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044.87,0,1.83,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,2.82,0,0,0
2050.26,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053.33,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,1.01,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0
2055.99,0,0,0,0.93,0,0,0,0,2.38,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059.62,0,0,0,0,0,0,1.35,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062.69,0.85,0,0,0,0,1.5,2.62,5.69,0,0,0,3.32,0,1.28,0,0,0,0,1.01,0,0,0,0,1.19,0,0,0,0,0,0,0
2065.85,0,2.6,0,0,6.14,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,1.44,0,0.37,0,5.46,2.44,1.21,0,0,0,0,0
2068.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,1.93,0,2.36,0,0,0,2.22,0,1.05,0,0.71
2071.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
2075.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1.58,0,23.05,0,8.71
2078.26,0.93,5.73,6.18,0,0,9.41,6.98,11.62,6.65,17.53,5.16,15.77,4.95,0,0,38.68,28.71,0,25.18,30.47,33.84,11.03,41.32,38.6,30.31,30.67,13.39,21.64,0,23.58,2.84
2082.18,0,3.14,0,1.91,21.49,0,1.96,0,0,0,0,0,0,29.56,25.87,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0
2084.8,4.78,5.62,13.58,0,28.88,63.19,0,13.35,5.11,15.23,19.95,22.21,6.56,10.1,12.06,38.23,36.42,43.82,37.05,44.68,36.5,16.83,21.68,25.11,30.72,58.25,20.63,28.98,35.12,41.88,44.45
2087.83,0,3.28,0,5.19,0,0,11.53,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,4.44,0,0,0,0,0,0,0,0
2090.58,4.15,1.52,2.37,2.69,0,5.81,0,2.66,0,0,8.07,0,0,0,0,0,0,33.04,3.45,0,0,2.63,0,1.06,3.81,0,0,0,14.93,0,0
2093.2,0,0,4.49,2.06,1.54,0,20.68,0,0,8.52,0,0,4.07,12.53,8.08,8.5,6.35,0,5.86,12.11,3.11,5.94,7.38,6.96,0,10.76,3.47,5.54,0,0,14.75
2096.07,0,16.83,0,0,1.25,0,0,4.82,12.59,0,0,3.49,0,0,7.93,0.6,2.44,0,0,0,0,0,0,0,7.26,0,0,0,3.5,1.59,0
2098.69,0,0,4.43,1.93,3.56,34.75,6.46,6.1,0,4.65,17,3.55,28.51,0,0,0.97,7.74,0,0,0,0,0,0,3.64,0,0,6.04,0,0,7.1,0
2101.46,3.4,4.11,0,0,0,0,0,0,0,1.45,0,2.7,0,5.81,0,1.16,0,5.51,5.98,0,0,3.62,0,1,0,3.32,0,2.97,0,0,0
2104.11,0,2.79,0,1.72,0,0,0,0,0,0,0,0,0,0,0,3.54,4.42,0,4.84,6.44,2.62,6.22,0,0,0,6.89,0,0,6.11,1.86,4.06
2106.78,0.76,0,0,2.39,0,7.49,1.76,4.89,3.53,2.91,1.93,0,5.31,6.51,4.16,0,4.87,7.84,2.14,8.22,1.39,0,27.26,10.25,13.9,0,13.93,13.92,0,3.22,4.26
2109.4,0,2.78,0.74,2.75,1.78,2.7,0,0.87,0,0,0,2.42,0,0,0,7.03,0,0,0,0,3.15,6.2,0,0,0,0,0,0,7.6,3.19,3.17
2116.85,0,0,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119.97,0.86,0,2.06,0,0,3.28,3.42,0,0,0,0,1.27,0,0,0,38.95,44.28,36.85,31.91,34.38,46.92,0,68.91,38.32,0,39.19,24.06,31.55,6.57,44.89,35.57
2123.47,0,0,0,0,1.5,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,50.25,0,0,34.23,0,0,0,6.89,0,0
2126.87,0,0,0,0,0.71,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0
2130.46,4.28,0,3.46,0,0,25.77,0,0,11.89,0,0,0,0,0,0,0,37.01,0,0,0,0,0,0,0,0,0,0,0,5.31,0,0
2133.27,0,26.99,3.96,0,32.91,4.16,31.39,12.16,0,74.99,24.05,22,30.44,27.77,89.27,13.69,0,45.54,30.78,43.53,45.48,57.79,10.41,41.57,30.73,34.79,21.29,32.23,6.96,7.63,41.58
2136.73,0,1.98,2.17,0,1.77,8.64,7.08,6.4,0,0,0,0,6.16,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0
2140.07,2.13,2.01,0,0,8.22,0,0,0,5.33,0,0,11.29,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142.79,0,0,0.76,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145.72,0,2.28,0.83,0,1.16,8.96,6.27,0,0,1.07,0,0,3.19,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0
2148.45,0,1.41,0,0,2.56,0,0,0,0,0,0,1.31,0,0,0,1.99,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2152.36,1.64,0,2.68,0,1.44,1.25,0.88,0,0,0,2.88,7.09,0,5.5,4.15,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0
2155.45,0,4.53,1.09,1.95,5.66,0,6.08,4.06,0,6.31,0,0,3.31,0,0,0,4.67,0,0,0,4.35,1.83,4.75,1.45,2.42,0,0,1.31,0,1.31,4.63
2158.18,0,0,0,0,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0,0,0.83,2.56,0,2.85,3.15,0,2.95,0.56,1.41,0.49,0,0
2161.04,1.12,0,0,0,5.7,0,0.27,0,0,0,0,0,0,0,3.49,4.51,0,0,0,0,0,1.91,0,0,2.65,2.34,0,0,0,0,0
2163.71,0,3.4,2.24,4.17,0,6.26,0,0,0,1.15,0,0,7,3.41,0,2.99,14.72,17.01,7.26,8.19,18.56,0.9,0,0,2.03,0,3.63,14.89,9.86,0,0
2166.51,0,0,0,0,2.45,0,2.17,6.72,0,6.76,5.59,2.17,0,0,0,0.89,0,0,0,0,0,0,20.29,10.69,3.02,6.63,0,0,0,13.72,6.75
2169.31,0.87,0.99,0,0,0,0,3.3,0,1.14,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172.12,0,0,10.17,0,0,30.12,0,2.45,4.72,15.12,3.72,5.31,4.69,10.25,0,67.48,37.17,36.22,48.88,38.72,47.44,5.56,7.76,29.89,26.61,60.61,18.44,58.48,37.23,29.57,55.16
2174.86,1.85,5.14,0,8.94,20.01,0,8.02,4.87,0,0,0,2.88,6.3,0,20.95,0,0,0,0,0,0,11.96,0,0,0,0,0,0,0,0,0
2177.6,0,0,0.32,0,0,0,0,0,2.55,0,9.48,0,0,0,5.85,0,15.66,10.34,7.6,9.55,0,0,0,7.88,0,0,0,0,13.95,3.64,0
2180.63,2.14,2.8,0,0,3.75,0,2.29,2.17,0,0,0,0,2.29,2.53,0,0,0,0,2.62,0,7.08,0,9.4,0,8.79,0,4.81,0,0,3.38,0
2183.72,0,0,0.78,0,0,4.97,0,1.33,0,0,0,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0
2186.9,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,3.2,0,0,2.41,3.87,2.87,0,0,0,0,0.94,0,0,1.86,0,0
2189.99,0,0,0,2.29,2.19,0,0,0,0,0,0,2.71,1.07,0,0,0,4.14,0,5.7,0,0,0,0,0,0,3.95,0,1.1,0.41,0,0
2193.02,0,0,0.87,1.96,0,7.82,0.72,3.14,1,5.41,5.69,1.04,0,3.85,4,0,0,3.11,0,0,0,4.96,8.21,0.7,1.83,0,0,0,0,1.38,2.12
2196.49,0,6.44,0,0.81,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0
2199.81,1.72,0,0.51,0,0,0,1.51,0,0,0,0,0.39,0,0,0,0,0,0,39.43,0,0,0,0,0,0,38.31,0,0,0,0,0
2202.64,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,36.1,27.54,44.85,0,36.07,27.97,32.92,26.13,31.74,21.99,0,10.23,23.45,23.66,0,22.88
2205.53,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,31.86,0
2208.78,2.47,0,0,0,4.52,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,8.12,0,0,0,0,0,0,0,0,0
2211.61,0,0.53,0,1.59,3.17,0,2.27,1.17,0,3.91,0.73,0,0,0,0,0,2.99,0,0,0,0,0,2.5,0,0,0,0,0,0,0,1.28
2215.1,0,0,0.86,0,0,5.7,1.54,0,2.2,0,0,0,10.28,2.82,0,0,32.97,0,40.74,0,0,0,0,0,0,0,0,0,0,0,0
2217.87,0.31,0,5.55,0,9.52,0,2.3,3.97,3.6,10.88,0,9.26,0,3.09,0,37.81,0,40.64,0,31.9,44.53,53.56,30.25,38.48,24.62,31.91,19.62,25.34,24.61,12.57,31.86
2220.71,3.12,2.95,0,0,0,3.92,2.52,4.97,1.84,1.48,0,0,0.78,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,2.59,0
2223.67,0,0,0,0,5.94,0,0,2.62,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93
2226.8,0,0,1.93,0.57,0,2.43,0,0,0,0,0,1.05,0,0,0,0,0,0,4.13,1.76,0,4.26,0,0,0,0,0,1.89,2.3,0,0
2229.67,0,6.25,0,0,0,10.51,9.62,0,0,0,0,1.59,4.54,1.17,0,4.14,1.63,27.17,0,0,0,0,5.85,0,5.12,14.08,0,0,9.12,0,4.17
2232.66,0,0.82,2.56,0,15.87,0,0,9.6,3.16,9.76,5.91,2.73,6.34,10.18,11.36,10.87,4.35,0,8.55,7.54,26.95,8.89,5.06,5.19,4.42,0,12.57,9.17,0,20.52,3.99
2235.9,1.11,0,0,3.23,0,0,0,0,0,0,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238.64,0,0,0,0,0,10.44,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0
2242.03,0,3.89,0,0,4.17,0,3.31,0,0,0,0,2.84,9.93,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244.81,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,1.72,1.38,0,0,0,0,0,0,0,0
2251.17,0,0,0,0,0,0,0,1.05,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
2254.14,0,0,0,0,0,2,0,0,0,3.2,0,2.45,0,0,3.1,0,0,0,0,0,0,0,0,3.55,0,0,0.78,0,0,0,0
2257.07,1.74,3.7,0,1.91,3.93,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,3.32,0,0,0,0,0
2259.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,0,2.09,0,3.98,1.18,0,1.36,0,0,0.54,0,0,0,1.63
2263.23,0.35,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,26.48,0,0,0,0,24.8,23.47,0,2.69,0,0,0,0,0
2266.05,0,4.57,8.44,1.45,23.46,16.92,14.95,10.81,4,14.45,3.02,4.77,17.35,18.91,9.77,4.81,19.15,0,20.53,12.29,21.33,27.4,0,0,20.07,11.88,10.97,19.2,22.74,82.36,6.96
2269.21,0,7.09,0,1.61,0,0,0,0,0,0,5.04,2.61,0,0,0,4.81,8.49,2.93,0,0,0,0,0,0,4.96,2.03,0,0,0,0,1.66
2272.27,0,0,0,0,0,9.5,2.26,5.12,0,2.15,0,0,0,0,0,0,0,1.7,6.11,4.34,4.03,8.31,2.04,0,0,0,0,0,3.52,0,0
2275.22,3.77,1.86,0,0,4.14,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,2.12
2278.11,7.95,0,12.73,0,0,53.45,0,4.47,2.93,0,0,26.36,71.46,2.86,3.16,0,21.33,30.8,0,2.58,18.51,0,0,0,10.07,30.14,6.4,0,0,0,19
2280.9,0,25.5,0,0,45.45,0,28.89,8.66,3.95,32.22,38.25,0,0,8.91,33.48,26.66,0,0,22.95,3.73,0,41.92,23.9,23.11,0,0,2.21,23.55,24.18,0,0
2283.87,0,0,3.24,16.96,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0
2287.04,0,0.58,2.03,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01,0,0,4.54,2.27,0,1.16,0,0
2290.71,0,0,0,0,0,7.48,0,0,0,0,2.6,0,0,0,5.09,0,0,3.3,3.81,0,0,0,0,0,1.81,0,0,0,0,0,0
2293.51,0,2.61,1.16,0,6.31,0,0,2.4,0,0,2.24,0,4.79,0,3.12,0,5.93,0,2.41,2.83,0,3.68,0,2.73,0,4.83,0.85,0,0,0,2.78
2296.7,1.27,4.57,0,0,0,0,1.87,0,0,0,0,0,1.16,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0
2300.37,0,0,0,0.93,0,0.91,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0.61,1.22,1.3,0,0,0,0,0,0,0,0
2303.2,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,10.12,0,1.15,0,0,0,6.72,9.09,6.49,7.39,3.55,1.36,3.95,0,1.72
2306.81,0,0,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,2.79,0,0,1.88,0,0,0,0,2.43,0,0,0,9.02,0
2309.85,0,3.05,0,0,0,2.97,0,0,3,10.61,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.97,0,0
2312.67,0,14.14,2.52,0,0,6.73,11.06,0,0,0,1.7,17.16,2.72,7.96,4.92,0,2.29,0,0,0,0,0,0,4.12,2.66,0,0,0,0,0,3.12
2315.57,2.1,0,0,0,9.56,0,0,16.77,0,0,5.75,0,1.86,0,0,3.99,2.25,6.14,6.07,15.33,3.99,0,0,0,0,3.6,5.56,0,4.6,13.33,0
2318.47,0,0,0,0,5.04,0,3.76,0,0,2.21,0,0,0,1.4,0,0,2.1,5.35,0,0,3.84,5.4,9.14,5.21,3.49,0,0,0,0,0,1.95
2321.38,0,0,3.02,0,0,4.67,0,0.75,0,0,2.83,0.69,4.79,0,0,6.8,0,0,13.66,0,1.96,17.89,0,0,3.4,21.88,4.16,9.73,0,3.34,0
2324.28,0,0,0,1.13,0,6.67,0,0,14.53,29.57,0,24.28,0,0,0,0,11.49,6.25,0,0,10.09,0,23.75,1.53,0,0,0,0,18.43,14.84,25.73
2327.11,0.93,13.67,3.24,1.03,32.44,0,10.85,8.6,0,0,5.28,0,4.47,23.47,22.99,4.41,0,0,6.52,5.73,0,0,0,4.88,3.32,0,2.81,15.33,0,0,0
2330.96,1.25,0,0,1.79,0,0,0,3.27,0,0,4.5,0,8.51,0,4.46,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0
2334.45,0,0,0,0,8.06,4.25,0,2.78,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,2.31,1.29,0,2.49,0,0,1.17,1.24
2337.45,0,1.88,0,0,0,0,0,0,2.08,0,1.02,5.28,2.46,0,0,0,2.86,0,1.45,0,1.98,0,0,0,0,3.47,0,1.53,2.74,0,0
2340.58,1.85,0,0.79,0,0,0,0.33,5.94,0,0,5.29,0,0,1.99,2.07,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,3.16
2345.17,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348.02,0,0,0.27,0,0,3.09,0,0,0,0,0,0,0,0,0,0,12.45,1.86,0,2.65,0,9.32,0,0,3.29,0.99,1.77,0,3.34,0,0
2351.09,0,2.69,0,0,0,0,2.28,0.73,0,0,0,2.26,4.06,3.74,0,2.13,0,3.24,0,0,4.42,0,1.64,6.85,0,2.66,3.29,9.96,4.26,6.61,5.67
2355.76,1.18,0,1.29,0,1.29,2.28,0,0,0,0,0.27,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359.2,0,0,0,0.76,0,3.63,1.18,3.59,2.91,0,0,0,6.89,0,0,0,4.1,2.76,2.71,0,0,2.31,0,3.7,2.43,6.91,1.91,0,3.65,8.28,0
2362.91,0,2.84,5.08,0,0,0,0,0,3.88,0,3.49,0,2.21,0,2.82,6.78,0,0,1.23,1.64,0,0,0,0,0,0,0,1.98,0,0,0
2365.98,2.32,5.48,0,0,0,11.89,18.21,10.82,0,29.85,0,16.49,2.92,15.05,10.23,18.46,43.42,37.14,18.16,30.06,66.3,37.51,60.67,35.58,4.53,30.89,28,19.15,25.6,0,5.82
2369.39,0,6.5,0,1.46,24.79,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.34,0
2372.8,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,2.57,0,0,0,0,0,0,0,2.22,0
2375.88,0,0,1.02,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,1.29,0,0,0.71,0,0,2.54,0,0,1.32,0,8.29,0
2378.85,0.53,0,0,0,0,3.89,0,0,2.97,0,3.13,0,3.65,0,0,0,2.78,1.55,3.01,5.33,7.69,0,0,0,0,2.07,0,1.62,9.56,0,2.31
2382.02,0,7.45,0,0,16.98,0,11.11,0,0,9.43,2.73,5.23,4.2,6.64,3.97,2.28,0,0,0,0,0,7.17,7.58,0.36,5.35,1.71,4.2,0,0,0,0
2386.43,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.62,0,0,0,0,0,0,2.8,0,0,0,0,0
2393.82,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,5.24,0,0,0,0,1.77,0,2.94,0,0.83,3.15,0,0,0.29
2401.54,1.02,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406.34,13.3,0,60.8,0,0,233.51,0,0,63.67,0,0,0,250.99,0,0,0,108.09,109.93,106.94,104.45,117.24,0,157.17,0,69.84,83.32,0,75.41,75.43,0,0
2409.52,2.9,178.69,0,12.06,264.4,0,148.75,233.68,0,222.91,149.26,150.68,0,142.07,299.02,120.24,0,0,0,0,0,139.69,0,84.57,0,0,56.4,0,0,97.33,74.22
2415.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73,12.81,13.41,0,0,11.68,0,14.54,0,16.12,0,0,0,0,0
2418.2,0,0,2.26,17.66,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,14.06,59.35,13.26,0,9.63,0,28.06,0,19.41,23.21,15.64,15.5,34.74
2421.16,0,8.12,4.62,0,0,50.89,21.27,0,7.78,30.97,0,15.52,18.16,24.6,26.39,42.26,0,18.93,0,0,2.8,22.19,10.02,6.09,0,5.84,0,2.79,12.67,6.66,0
2424.55,0,5.82,0,0,28.73,0,0,10.11,0,0,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428.41,0,0,0,0.65,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,1.62,0
2432.42,0,0,105.1,1,0,398.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435.48,42.23,253.75,0,15.83,402.04,0,202.05,421.62,129.59,418.56,276.73,287.68,461.52,281.03,537.7,253.4,221.43,251.17,236.38,229.82,242.49,345.89,276.39,201.59,155.64,226.91,121.24,168.47,175.46,232.05,178.09
2445.22,0,0,0,38.92,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448.2,1.91,0,6.73,0,0,46.43,0,0,0,0,4.93,0,17.22,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0
2451.18,4.69,34.19,0,0,0,0,24.45,15.14,8.68,30.2,3.71,26.35,2.79,24.53,33.68,0,3.16,31.26,29.18,20.66,55.29,16.93,34.11,0,2.69,13.47,0,1.7,13.04,9.33,5.18
2454.24,0,0,6.47,0,54.91,0,0,0,2.96,0,0,0,0,0,0,22.61,0,0,0,0,0,18.91,0,19.64,2.05,0,8.74,0,0,2.48,0
2457.22,0,5.01,0,0,0,34.46,4.33,6.08,0,7.8,6.28,1.89,6.04,0,10.23,8.69,14.67,25.46,14.33,9.56,0,0,10.26,4.12,9.59,26.38,5.63,21.36,12.42,12.58,13.31
2460.96,0,0,0,0,3.66,0,0,0,0,0,0,0,0,5.67,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464.24,0,0,9.17,5.05,0,47.12,29.44,14.88,4.85,0,0,10.87,22.91,0,0,0.5,0,0,1.14,0,0,0,0,0,2.24,0,0,0,4.35,0,0
2467.62,0.92,29.02,0,2.43,41.9,0,0,0,0,15.25,8.33,0,0,13.37,23.53,0,0,0,0,0,2.34,0,0,0,0,0,0,1.98,0,0,0.98
2472.17,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,26.65,32.45,33.06,25.66,24.56,0,0,28.12,8.12,5.2,0,12.93,23.82,12.85,11.91
2476.68,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,24.42,0,0,0,0,0,30.83,36.77,0,0,3.55,5.32,0,0,7.7,0
2479.66,1.47,5.73,1.16,0,0,19.81,2.97,0,3.23,5.13,0,8.96,6.64,0,0,0,4.36,1.4,0,0,0,0,0,0,1.73,3.56,0,0,0,0,5.12
2485.38,0.15,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488.82,0.92,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,7.06,2.85,3.09,2.72,0,6.39,5.69,0,1.81,3.44,1.41,5.87,0,0,5.66
2492.82,0,0,2.19,0,0,2.76,0,0,0,0,2.01,8.08,0,0,0,0,0,0.81,0,3.98,2.25,0,0,0,1.58,0,1.97,0,0,5.1,0
2495.91,0,0,0,0,0,0,4.98,0,3.07,1.55,0,0,0,3.3,0.66,2.08,2.16,0,0,0,0,0,8.58,0,0,0,0,0,4.09,0,0
2499.14,0,1.77,0.93,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508.34,3.51,0,10.21,0,0,43.34,3.95,0,7.66,0,0,0,23.05,0,20.35,2.29,0,9.4,14.86,6.45,0,2.42,0,0,3.29,16.65,11.02,11.24,0,0,10.94
2511.48,0,6.13,0,0,35.51,0,6.56,10.29,0,17.71,8.26,21.07,0,13.76,0,4.01,10.87,0.62,0,0,12.24,9.66,17.8,14.76,4.58,0,0,0,10.61,20.74,0
2515.13,0.84,4.56,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,2.53,3.19,2,0,0,0,0,0,0,3.69,0,4.09,4.07,0,1.16
2518.15,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,2.93,3,0,2.65,0,0,0,0,0,1.2,2
