"Mass","P1aDD_1","P1aDD_2","P1aDD_3","P1aDD_4","P1aDD_5","P1aDD_6","P1aDD_7","P1bDD_1","P1bDD_2","P1bDD_3","P1bDD_4","P1bDD_5","P1bDD_6","P1bDD_7","P1bDD_8","P21aDD_1","P21aDD_2","P21aDD_3","P21aDD_4","P21aDD_5","P21aDD_6","P21aDD_7","P21aDD_8","P21bDD_1","P21bDD_2","P21bDD_3","P21bDD_4","P21bDD_5","P21bDD_6","P21bDD_7","P21bDD_8"
3235.76,0,0.55,0.93,0,0,1.12,0,0,0,0,0,0,7.11,0,0,0.6,0,24.62,0,0,0,0,0,0,0,0,0,0,0,0,0
3239.69,0,1.86,0,0,2.11,0,0,2.18,0,1.91,2.45,2.1,0,1.27,3.58,22.31,19.03,0,18.01,25.61,28.59,28.72,21.25,13.95,18.34,20.54,11.1,18.73,19.44,23.91,19.88
3246.81,0,0,1.85,0,0,0,0,0,0,0,1.13,1.33,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44
3251.69,0.88,0,0,1.97,0,0,0.63,0,1.13,0,0,0,0,4.22,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
3255.72,0,0,1.4,0,0,7.05,0,0.98,0.41,4.75,6.3,6.97,8.33,0,0,3.86,8.37,7.11,11.66,15.93,12.1,15.2,18.67,13.2,10.89,21.23,7.58,15.9,5.6,3.99,11.24
3260.54,0,2.15,0,0.7,5.97,0,2.13,2.34,0,0,0,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,4.05,3.72,0
3265.1,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3269.83,0,0,0,0,0,0,1.32,0,0,4.07,0,0,0,0,0,5.91,0,0,0,0,0,0.29,0,0,0,0,0,0,1.42,0,0
3274.55,0,0.79,0,0.77,0.59,0,0,0,0,2.31,0,0,2.52,0,0,0,0,0,0,5.36,0,0,1.65,0,0.66,0,0,0,0,0,0.95
3278.35,0,1.7,1.92,0,0,10.19,0,0,1.13,0,0,0,3.72,0,0.4,0,1.88,4.96,0,0,3.62,0,0,0,1.12,2.27,0,0,1.32,1.38,0
3282.23,0.73,3.6,0,1.9,8.72,0,3.23,1.51,0,1.38,0,5.21,0,3.25,0,0,0,0,3.8,1.21,0,2.99,0,0,0,2.76,2.08,0,0,0,0
3291.37,0,0,0,0,0,6.01,0,0,1.03,0,0,4.09,4.92,0,0,0,0,2.11,0,0,0,0,0,0,0,0,1.34,0,0,0,0
3295.6,1.88,0,0.63,0,4.14,2.2,0,0,0,0,3.22,0,0,0,0,0,1.21,0,2.83,3.91,0,0,1.47,0,0,2.26,0,3.95,2.68,0,5.38
3299.41,0,0,0,1.95,0,0,3.38,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,1.14,0,0,0,0,0,0,0
3309.18,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0
3318.01,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63,0,0,0,0,0,0,0,0.84
3322.14,0.7,0,1.88,0,0,0,0,0,0,0,0,5.54,0,0,0,3.64,3.96,6.13,4.95,6.76,4.66,0,0,5.79,2.48,9.6,0.89,0,2.61,6.04,3.29
3326.04,0,0,0,0,1.63,0,1.48,0.92,2.49,5.42,0,0,1.44,6.62,2.23,0,0,0,0,0,0,4.77,0,0,0,0,0,1.09,0,0,0
3337.63,12.78,83.82,74.72,0,0,336.06,0,139.48,53.02,0,0,137.66,196.08,0,119.42,0,107.01,138.88,136.18,127.31,98.37,117.17,117.37,94.61,95.39,154.68,55.27,0,111.94,146.5,111.05
3342.85,3.78,0,0,27.18,193.21,0,97.84,0,0,138,88.22,0,0,92.05,0,95.89,0,0,0,0,0,0,0,0,0,0,0,106.8,0,0,0
3350.85,0,0,7.47,0,0,50.69,0,0,2.02,0,1.14,0,18.18,0,0,0,20.57,0,0,0,0,0,0,0,0,18.99,0,0,0,0,0
3354.89,5.76,21.89,0,26.86,19.46,0,6.03,2.31,0,13.08,2.35,21.63,0,13.99,11.81,14.15,0,16.73,18.92,25.83,18.92,19.24,12.69,10.51,13.19,0,10.87,15.26,15.69,24.8,12.19
3359.77,0,0,0,0,0,7.8,0,0,3.9,0,0,0,4.02,0,0,0,0,0,0,0,0,0,5.56,0,0,4.87,0,0,0,0,7.82
3364.02,0,0,2.13,0,0,0,2.89,12.34,2.38,7.56,0,5.67,0,0,5.83,0,0,0,3.31,0,0,0,0,0,1.32,0,0,0,3.73,0,0
3368.15,0,0,0,3.91,0,8.52,0.79,0,0,0,5.44,0,0,0.89,0,1.74,0,4.41,0,0,0,1.24,2.81,4.03,0,0,1.04,2.52,0,0,0
3375.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0.97,0,0
3380.03,0,0,0,1.33,0.82,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385.17,0,0,0,0,0,1.95,1.02,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0
3401.39,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,3.28,0,0,3.13,1.78,2.28,2.85,0,0,0,0,0,0,0,2.13
3406.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,2.15,0,0,0,0
3411.48,6.08,0,69.03,0,0,287.33,0,59.29,30.28,0,0,149.4,287.57,118.18,100.23,171.25,136.55,139.35,213.39,144.3,51.39,357.46,94.5,38.45,103.17,88.91,35.12,107.11,125.3,195.69,80.51
3416.49,9.57,30.59,0,19.55,35.61,0,85.43,0,0,127.19,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420.89,0,7.74,0,0,10.96,49.84,0,34.67,6.89,0,0,0,0,0,17.56,0,24.74,31.38,33.36,26.2,12.49,0,21.12,10.97,0,15.66,8.64,0,0,0,5.34
3426.7,10.61,0,7.3,11.73,0,62.66,0,27.31,0,0,0,0,0,0,0,0,17.48,0,0,0,1.85,0,13.17,0,0,15.83,0,0,0,0,0
3430.75,0,3.24,0,0,0,0,9.35,0,10.33,23.65,9.92,4.89,32.61,11.75,20.74,17.11,0,22.66,0,0,0,0,0,10.23,14.06,0,7.6,5.05,9.92,0,11.81
3434.81,0,3.83,0,6.67,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24,0,0,0,0,0,0,0,0,5.4,0
3442.92,0,0,2.44,2.57,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,2.17,0,1.76,0,0,0,2.93,0,0,0,0
3451.74,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0
3456.35,1.05,0,0,0,0,0,2.05,0,0,2.22,0,0,0,0,3.17,0,0,1.4,1.41,0,0.23,0,0,0,0,0,0,0,0,0,0
3473.62,0,0.92,0,0,0,0,2,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481.84,0,0,0,0,0,0,0,0,0,1.53,0,1,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485.96,0.59,0,0,0,3.61,0,0,0,0,1.01,0,0,0,3.52,2.92,0,0,0,1.95,2.95,0,0,0,1.73,1.72,0,0,2.02,2.5,2.82,0
3495.43,0,0,0,0,0,20.01,0,0,3.3,0,1.69,0,0,0,10.2,0,24.63,30.21,50.1,23.01,9.32,19.47,0,0,0,18.67,0,5.51,4.28,0,13.91
3500,0,13.01,0,1.17,9.27,0,9.76,0,0,11.13,0,7.33,0,0,0,13.56,0,0,0,0,0,0,26.26,12.69,7.51,0,8.17,0,0,0,0
3504.01,17.11,19.01,39.34,0,0,53.13,12.52,96.42,9.7,23.33,21.24,22.84,135.81,51.32,27.52,59.58,60.3,59.2,49.48,47.98,62.1,73.73,55.78,44.01,39.2,63.75,31.54,60.65,58.68,166.72,41.03
3510.16,0,0,0,14.68,38.97,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514.57,1.87,0,4.8,0,0,20,0,0,0,0,0,2.4,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0
3519.2,2.84,0,0,10.57,0,0,10.06,0,4.03,5.25,4.79,1.76,17.81,2.01,11.04,0,0,8.31,0,5.35,0,0,0,3.71,0,0,4.29,5.75,0,2.27,2.46
3523.58,0,2.54,3.12,0,4.94,0,0,5.13,0,3.36,2.46,6.06,0,2.77,0,32.16,41.48,11.24,31.28,4.97,34.16,33.46,28.33,4.8,24.25,31.57,7.02,7.18,27.09,15.71,6.67
3528.67,0,2.06,0,0,0,0,0,1.66,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3533.76,1,0,3.16,0,0,0,0,3.78,2.1,0,0,9.11,19.31,8.89,6.35,1.79,0,0,0,11.13,0,0,0,5.01,10.98,2.34,5.1,0,0,0,7.53
3538.11,0,4.44,0,4.15,7.12,28.14,4.35,0,0,9.5,0,0,0,0,0,2.69,16.98,18.61,8.69,0,5.67,6.48,13.18,0,0,12.24,0,13.09,15.6,3.5,0
3549.15,2.5,0,3.7,0,0,35.66,0,1.56,1.52,0,0,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15
3553.27,0,5.71,0,6.87,11.99,0,3.27,0,0,4.35,1.47,8.28,0,6.85,7.26,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0
3559.01,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564.82,0,0,4.27,0.87,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569.51,1.09,4.82,0,0,8.43,21.02,3.63,0,0.18,0.43,2.94,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575.06,0,0,0.6,0,0,0,0,0,0,0,2.1,0,0,0,0,0,31.72,36.19,31.98,39.63,25.26,38.09,39.92,29.55,37.28,68.73,19.71,35.12,46.84,60.2,35.22
3581.45,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0
3585.69,1.55,0,0,0,0,34.09,0,0,0,0,0,9.89,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0
3589.93,0.49,1.79,0,3.58,2.28,0,2.84,6.62,0.52,13.09,0,0,21.06,10.44,0,0,25.92,30.62,0,0,0,0,32.38,0,0,0,0,33.16,27.2,42.59,0
3594.07,0,0,0,0,1.9,0,0,2.54,0,0,5.07,0,0,0,3.25,16.93,0,0,24.72,28.4,25.09,21.6,0,24.95,24.78,40.37,15.86,0,0,0,28.74
3602.46,0,0,0,0.54,0,0,0.83,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606.88,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,3.08,0,0,0,8.17,2.2,7.49,0,3.51,0,7.3,0,7.3
3611.22,0,0,0,1.06,0,0,1.66,0,0,0,0,0,1.56,0.95,1.28,0,2.7,10.4,0,8.44,4.04,2.34,0,0,0,4.25,0.8,7.72,0,8.61,0
3616.1,0,0,0,0,0,3.17,0,0,0,0,0,2.76,0,0,0,3.81,0,0,0,0,1.4,1.25,0,0.6,0,3.62,0,0,0,0,0
3620.53,0,0.69,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0.52,0,0,0,0,0,1.61
3627.77,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0
3635.83,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0.96,0,0,0,0,0,0,0,1.6,0,3.34,0,3.41,0,0,0
3641.63,0,0,0,2.43,0,1.44,2.31,0,0,0,1.07,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0
3646.81,0.87,0,0,0,0.26,0,0,0,0.75,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651.19,0.46,0,2.08,1.24,0,5.71,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,5.65
3655.44,0,1.41,0,0,0,0,0.88,5.61,0,2.17,0,5.57,3.73,1.7,3.67,1.72,0,0,0,0,3.85,0,0,0,0.7,1.33,0,0.72,3.07,2.06,0
3659.98,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665.83,0,0,1.72,0,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0
3670.27,0,1.71,0,2.5,13.84,0,7.31,0,1.43,4.96,0,0,10.92,8.92,12.82,0,9.22,7.21,7.39,0,0,4.41,6.01,0,0,8.32,0,3.22,0,12.13,0
3674.49,0,2.57,0,0,0,0,0,20.01,0,0,0,3.83,0,0,0,2.13,0,0,0,10.56,4.49,0,0,4.45,5.34,0,6.56,4.87,5.79,0,0.81
3679.41,0,0,0,0,0,0,0,0,0,7.45,2.79,0,3.95,0,3.93,0,3.76,1.25,1.95,0,0,0,0,0,0,1.29,0,0,0,0,0
3684.58,0,0.81,0,0,0,1.51,0.53,0,0,0,0,0,0,3.45,0,0,0,0,1.92,0,5.92,0,0,0,0,0,0,4.42,0,0,3.33
3688.82,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,3.27,0,2.33,3.09,0,0,0,0,1.02
3693.02,0.87,0,1.07,0,3.05,0,0,0,0,0,0,0,0,0,0,1.78,0,0,1.74,0,0.72,0,0,2.75,0,0,0.65,0,3.62,0,0
3697.73,0,0,0,0,0,0,0,0,0,5.56,0,3.81,2.52,0,0,5.23,15.01,5.66,8.2,6.33,7.26,12.84,7.66,2.99,5.81,0,2.83,5.85,0,2.71,4.35
3702.44,0.72,1.38,0,0,0,0,3.46,0,0,0,5.37,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710.59,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724.84,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0
3734.54,0,0,1.96,0,0,0,0,0,0,0,0,3.44,1.92,0,0,6.62,5.67,5.44,11.4,0,0,0,0,1.79,0,6.43,0,0,2.95,5.36,0
3738.79,0,0,0,0,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,0,0,2.45,0,0,0,0
3743.21,0,8.73,15.05,0,0,70.05,0,11.47,8.6,0,9.35,27.34,34.25,0,16.81,39.41,40.78,52.28,57.97,34.88,42.39,39.89,41.9,32.02,35.78,38.8,13.9,41.12,25.73,51.59,52
3749.07,12.91,0,0,0,38.83,0,12.68,0,0,25.24,0,0,0,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753.51,0,6.59,1.5,7.19,0,81.84,8.14,37.31,14.98,11.29,2.46,18.89,33.62,15.17,18.91,9.34,0,0,0,4.68,0,0,7.64,0,0,0,0,5.87,0,0,0
3757.84,4.77,2.03,2.14,12.69,6.82,0,0,0,0,0,6.27,0,0,0,0,0,10.67,6.52,9.99,0,4.31,5.25,0,3.52,7.81,2.47,6.31,0,4.5,0,2.55
3764.83,0,0,3,0,0,0,0,0,0,0,0,0,7.83,0,1.23,0,8.88,0,0,0,0,0,0,0,10.43,0,0,0,0,0,0
3769.19,1.92,2.71,0,10.6,0,16.41,3.15,0,1.38,2.05,6.1,6.37,0,0.8,2.14,6.55,0,7.03,5.87,14.63,7.63,8.23,5.32,5.04,0,4.01,2.11,9.06,6.94,6.85,7.87
3776.56,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,1.59,0,0,0,0,0,0.36,0,0,2.73,0,0,0,0
3781.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0.96,0,0.9,0,1.18,0,0,0,0.94,3.87,0,0,0,0,0
3786.64,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0
3791.18,4.92,0,0,0,0,55.5,22.61,0,12.39,0,31.3,0,56.56,0,0,18.62,20.26,22.01,20.68,18.46,0,7.1,21.7,10.55,12.39,19.38,0,0,16.66,0,15.3
3795.9,0,28.71,12.51,3.47,43.21,0,0,36.16,0,41.18,0,40.76,0,27.36,49.6,0,0,0,0,0,12.68,4.41,0,0,0,0,3.93,13.3,0,17.61,0
3806.28,1.78,0,0,4.86,1.77,0,0,0,0,0,0,0,0,0,0,0,5.6,2.07,0,5.52,0,0,0,0,0,0,0,0,0,2.79,2.61
3810.83,0.54,11.04,1.62,0,6.64,14.34,10.32,6.66,4.51,14.56,10.13,16.92,18.39,7.69,22.11,3.51,0,0,0,0,3.78,0,2.18,3.25,4.09,1.8,2.92,2.94,3.59,0,0
3853.93,0,0,0,0,0,19.07,0.51,0,0,0,0,0,0,1.81,0,0,0,2.44,0,0,0,0.43,0,0,0,0,0,0,0.19,0,0
3858.29,0,0,0,0,2.33,0,0,0,0,0,0,3.41,0.86,0,0,0,0,0,0,3.65,0,0,0,0,0,0.45,0,0,0,0.79,3.91
3871.22,30.37,0,187.6,0,0,1049.1,0,151.71,104.19,0,0,310.65,474.73,219.85,256.35,216.85,300.48,349.81,368.49,320.22,216.28,298.64,269.47,189.41,189.92,329.27,128.11,214.49,216.16,311.75,225.22
3876.93,8.88,185.04,0,70.36,420.12,0,221.34,0,0,281.78,167.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885.36,4.02,0,28.09,0,0,222.37,0,17.04,15.4,0,16.8,57.24,68.01,41.02,30.29,43.38,103.5,105.56,120.28,98.59,66.97,63.62,68.18,42.95,52.95,90.96,33.38,58.75,40.05,42.64,56.23
3890.33,6.43,35.1,0,82.39,50.53,0,38.99,0,0,42.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0
3898.44,2.46,20.26,27.6,0,0,178.83,29.58,32.47,8.04,36.17,30.84,46.26,73.08,93.2,32.62,32.48,64.48,97.29,91.78,81.86,55.73,49.1,80.22,48.6,49.04,77.89,34.96,59.25,37.9,48.38,52.64
3905.63,5.04,0,0,13.86,58.73,0,0,17.69,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910.18,0,7.94,8.39,0,0,74.05,12.8,0,0,19.33,5.41,23.04,27.39,0,26.14,26.55,49,42.88,36.34,40.5,0,15.51,41.43,22.29,26.21,28.53,13.15,19.95,19.96,11.34,29.67
3916.91,0.59,0,0,6.92,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,21.71,0,0,0,0,0,0,0,0,0,0
3923.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,4.09,0,0,1.64,0,0
3932.74,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949.07,1.89,0,0,0,0,0,2.26,0,0,3.67,0,0,1.94,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954.64,0,1.84,0,0,6.94,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960.81,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,23.87,10.34,14.99,16.65,22.21,12.17,17.72,18.91,0,20.85,5.84,14.51,14.77,15.12,18.82
3966.19,1.19,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,10.29,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,0
3973.59,0,0,0,0.54,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0
3978.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,1.23,0,0,0,0,1.55,0,0,0,1.51,1.09
3983.73,0,0,0.78,0,0,0,0,0,0,1.46,0,0,0,1.25,0,0,0,0,0,4.61,0,3.33,3.13,0,0,0,0,0,0,0,0
3988.75,0.74,1.35,0,0,0,8.65,0,0,1.5,9.53,0,0,0,5.73,2.73,0,0.96,0,0,0,0,0,0,0,0,0,0,0,2.36,2.33,0
3993.5,0,0,1.29,0,0,11.59,0,1.3,0,0,0,11.81,0,0,2.27,0,0,0,0,0,0,0,0,0,10.04,22.89,0,5.81,0,0,0
3998.16,1.57,4.76,0,0,7.24,0,3.87,1.95,0,0,0,0,17.51,0,0,12.18,5.77,20.74,33.73,16.4,17.71,26.99,12.75,12.77,0,0,7.99,0,5.99,11.92,8.63
4003.29,0,0,0,4.88,0,0,0,0,0,1.21,0,0,1.8,1.83,2.35,0,4.17,0,8.28,0,0,0,2.53,0,0,0,0,3.46,0,0,2.73
4010.81,0,0,0.48,0,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,1.78,0,0
4016.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29,2.21,0,0,0,3.18,0,0,0,0,0,2.41,0,0
4021.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,2.17,0,0,0,3.44,0,0,0.96,0,0,0,0,0,3.22,0
4035.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,1.51,2.3,0,1.24,0,0,0
4041.89,0,0,1.31,0,0,0,0,0,3.53,0,0,0,0,3.23,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0
4046.5,0,2.94,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,11.05,9.93,18.87,11.78,4.83,5.25,6.35,6.84,5.28,9.97,2.72,3.98,8.84,5.37,7.98
4060.09,26.32,0,75.07,0,0,610.61,0,147.55,384.43,974.36,0,977.6,1814,724.94,1139.32,5.63,12.32,14.39,41.08,35.17,5.48,0,11.08,8.08,19.46,4.5,9.74,25.3,6.1,8.18,23.09
4066.61,27.29,376.11,6.11,32.56,1016.41,29.28,140.52,15.25,0,0,671.5,0,0,0,0,0,3.28,3.71,0,0,6.05,25.88,2.54,6.49,0,12.1,0,0,8.94,6.62,0
4071.4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076.77,0,0,0,70.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,4.06,0,0,0,3.4,0
4081.82,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,3,2.89,0,0,0,2.4,0,1.04,1.62,1.32,0,0
4089.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,1.72,3.68,3.44,0,0,3.51,0,7.82,2.14,0,0,3.03,4.36
4095.56,0,0,0,0,0,0,0,0,0,3.56,1.27,3.41,0,0,0.92,0,0,0.8,0,0,0,7.48,2.32,0,0,0,0,0,2.42,0,0
4103.45,18.15,0,109.75,0,0,535.44,0,174.6,66.76,0,0,166.78,349.16,0,0,0,8.38,3.78,4.95,0,5.77,2.42,6.06,5.56,0,7.7,0.58,0,2.5,0,5.64
4108.46,8.05,139.5,0,22.44,243.98,0,126.02,0,0,186.86,97.22,0,0,132.94,181.63,5.61,0,0,0,5.64,0,0,0,0,1.75,0,0,5.65,0,3.98,0
4118,0,0,0,0,0,25.48,0,0,2.92,3.07,0,0,0,0,9.9,0,0,15.63,32.44,0,0,0,0,4.03,0,15.72,0,0,0,0,6.6
4123.26,0,0,0,22.34,0,0,3.41,0,0,0,0,5.41,0,3.53,0,6.11,16.6,0,0,9.04,3.87,8.63,7.58,0,0.92,0,2.22,2.92,5.82,5.32,0
4163.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0
4176.42,91.68,0,450.99,0,0,2084.5,0,846.96,324.88,808.35,0,875.82,1124.78,570.41,774.03,1377.72,1971.68,2126.87,2042.69,2157.73,1743.86,1649.6,1797.71,1441.13,1363.51,1911.83,808.03,1588.86,1213.04,1833.05,1572.25
4182.45,15.85,602.96,0,145.58,1112.7,0,647.38,0,0,0,354.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190.72,10.79,0,72.16,0,0,639.26,0,0,66.9,0,0,186.07,216.21,0,110.76,434.14,703.88,811.76,763.5,778.49,614.52,471.84,646.91,435.62,408.94,577.54,256.43,474.6,318.35,437.68,464.87
4196.95,6.23,170.57,0,169.92,193.31,0,176.14,0,0,171.67,21.12,0,0,113.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206.69,20.76,0,136.67,0,0,1273.83,0,102.86,137.68,0,0,381.18,671.85,0,328.74,242.82,514.21,542.06,861.22,468.59,264.61,411.15,419.48,196.63,184.21,411.43,166.14,226.18,237.53,308.09,286.22
4212.35,18.04,110.19,0,90.43,200.08,0,234.77,59.29,0,244.87,171.23,0,0,211.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222.01,0,0,33.1,0,0,480.57,0,0,41.51,76.76,0,122.25,218.52,0,102.76,65.43,173.95,178.74,350.9,150.72,66.98,113.47,151.04,48.34,46.16,138.6,48.37,44.03,53.39,82.61,74.07
4227.67,6.74,22.64,0,91.17,40.53,0,81.48,44.51,0,0,47.84,0,0,62.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235.01,1.16,2.16,0,0,0,119.61,21.49,0,5.14,6.81,7.13,19.65,32,7.88,7.95,6.24,38,37.78,116.35,22.81,0,19.08,28.29,3.44,8.73,30.98,12.6,4.43,0,5.5,11.09
4245.76,0,0,0,0,0,0,0,19.93,0,0,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,6.14,0,0,0,0,0
4281.2,8.16,0,0,0,0,42.08,0,4.54,0.68,0,0,15.53,11.83,0,14.65,0,6.98,5.63,1.93,3.13,2.69,1.62,4.56,3.79,4.71,0,1.75,1.63,6.71,6.83,5.78
